Gait cycle [%],C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML,C7 AP,Vertical,ML
8,0.060030495,-0.004531386,-0.000869901,0.066612871,-0.006397723,-0.00354099,0.072098119,-0.003710693,-0.008012574,0.062294059,-0.007538119,0.002561881,0.074929703,-0.004765446,-0.004000594,0.062143366,-0.00711,-0.002427525,0.075998911,-0.004940198,-0.008023762,0.065060594,-0.005204257,0.003841782,0.074463762,-0.011853366,-0.004284554,0.069577426,-0.009436832,0.002107624,0.079290495,-0.008371188,-0.004257624,0.068480792,-0.006498416,0.000269703,0.068117426,-0.007624257,-0.003226733,0.068537921,-0.008667129,-0.001524653,0.060654257,-0.006929307,-0.000570297,0.056495644,-0.007269406,0.001062376,0.064446436,-0.006815644,-0.003559109,0.058893663,-0.005433663,-0.003770891,0.060224158,-0.007542376,0.000238614,0.06174297,-0.005889406,-0.005166337,0.073332673,-0.007600891,-0.008762673,0.06943,-0.007253861,-0.004179208,0.066383663,-0.00947099,-0.001575347,0.075058812,-0.006723861,-0.008978317,0.067304356,-0.007410594,-0.001721089,0.070343366,-0.007052871,-0.001484851,0.060243366,-0.008276535,0.003036634,0.059453663,-0.008409604,-0.001846535,0.06704,-0.009344752,-0.004344455,0.059892772,-0.005872178,0.000438416,0.06069495,-0.009160099,-0.00111604,0.065354158,-0.007540396,-0.002121683,0.062976238,-0.006223564,-0.001453663,0.070071188,-0.006345347,-0.007006139,0.065785644,-0.009239901,-0.001795644,0.044794257,-0.007512871,0.002828317,0.050150891,-0.008296139,-0.000557228,0.049066238,-0.005237129,-0.000762376,0.059985248,-0.005703069,0.000441683,0.059380099,-0.005339802,-0.005751188,0.06419198,-0.004701782,-0.003827525
9,0.069100495,-0.002971386,-0.003519901,0.075572871,-0.004627723,-0.00651099,0.081128119,-0.002160693,-0.010462574,0.071184059,-0.006318119,0.000381881,0.083689703,-0.003255446,-0.005760594,0.070993366,-0.00545,-0.004287525,0.085618911,-0.002980198,-0.010103762,0.074660594,-0.004114257,0.002341782,0.084313762,-0.010823366,-0.006224554,0.078567426,-0.008716832,0.000277624,0.089540495,-0.006981188,-0.006157624,0.077910792,-0.005538416,-0.001480297,0.077637426,-0.006374257,-0.005206733,0.077737921,-0.007477129,-0.003354653,0.068974257,-0.005799307,-0.001810297,0.065155644,-0.006179406,-0.000877624,0.072526436,-0.005705644,-0.005309109,0.066573663,-0.004213663,-0.005330891,0.068324158,-0.006482376,-0.001631386,0.06903297,-0.004849406,-0.006886337,0.082592673,-0.006000891,-0.010482673,0.07803,-0.006033861,-0.005709208,0.076873663,-0.00852099,-0.002595347,0.084878812,-0.005113861,-0.010878317,0.076814356,-0.006080594,-0.003331089,0.079553366,-0.005662871,-0.003024851,0.069813366,-0.007446535,0.001576634,0.068183663,-0.007379604,-0.003846535,0.07571,-0.008344752,-0.006184455,0.068162772,-0.004802178,-0.001051584,0.06910495,-0.008280099,-0.00239604,0.074474158,-0.006630396,-0.003801683,0.071946238,-0.005123564,-0.003153663,0.078551188,-0.005125347,-0.008996139,0.074545644,-0.008149901,-0.003375644,0.051204257,-0.006712871,0.001228317,0.057020891,-0.007646139,-0.002197228,0.055266238,-0.004157129,-0.002522376,0.068775248,-0.004573069,-0.001038317,0.067320099,-0.004319802,-0.007221188,0.07195198,-0.003561782,-0.005617525
10,0.078160495,-0.001361386,-0.006159901,0.084512871,-0.002777723,-0.00952099,0.090098119,-0.000700693,-0.012812574,0.080064059,-0.004958119,-0.001858119,0.092399703,-0.001795446,-0.007470594,0.079823366,-0.00373,-0.006197525,0.095178911,-0.001040198,-0.012123762,0.084290594,-0.002964257,0.000831782,0.094123762,-0.009553366,-0.008104554,0.087577426,-0.007756832,-0.001542376,0.099780495,-0.005441188,-0.008007624,0.087330792,-0.004508416,-0.003190297,0.087137426,-0.005074257,-0.007176733,0.086927921,-0.006097129,-0.005184653,0.077314257,-0.004599307,-0.003070297,0.073845644,-0.004939406,-0.002857624,0.080626436,-0.004535644,-0.007069109,0.074253663,-0.002933663,-0.006860891,0.076434158,-0.005312376,-0.003511386,0.07632297,-0.003719406,-0.008586337,0.091812673,-0.004360891,-0.012172673,0.08663,-0.004693861,-0.007229208,0.087423663,-0.00745099,-0.003575347,0.094688812,-0.003463861,-0.012688317,0.086314356,-0.004700594,-0.004921089,0.088753366,-0.004192871,-0.004554851,0.079463366,-0.006446535,0.000106634,0.076993663,-0.006179604,-0.005856535,0.08439,-0.007164752,-0.007964455,0.076482772,-0.003612178,-0.002561584,0.07757495,-0.007210099,-0.00368604,0.083634158,-0.005700396,-0.005461683,0.080936238,-0.003943564,-0.004833663,0.087031188,-0.003865347,-0.010916139,0.083345644,-0.006879901,-0.004975644,0.057664257,-0.005732871,-0.000461683,0.063880891,-0.006786139,-0.003857228,0.061476238,-0.002977129,-0.004312376,0.077595248,-0.003363069,-0.002508317,0.075280099,-0.003249802,-0.008641188,0.07971198,-0.002381782,-0.007367525
11,0.087180495,0.000228614,-0.008779901,0.093422871,-0.000927723,-0.01253099,0.099018119,0.000659307,-0.015002574,0.088914059,-0.003518119,-0.004158119,0.101059703,-0.000415446,-0.009090594,0.088653366,-0.00203,-0.008127525,0.104658911,0.000809802,-0.014073762,0.093920594,-0.001794257,-0.000668218,0.103853762,-0.008123366,-0.009914554,0.096587426,-0.006616832,-0.003362376,0.109970495,-0.003811188,-0.009787624,0.096750792,-0.003428416,-0.004850297,0.096607426,-0.003754257,-0.009086733,0.096097921,-0.004607129,-0.007004653,0.085664257,-0.003359307,-0.004320297,0.082545644,-0.003619406,-0.004877624,0.088746436,-0.003345644,-0.008809109,0.081923663,-0.001633663,-0.008350891,0.084574158,-0.004082376,-0.005361386,0.08362297,-0.002579406,-0.010236337,0.101002673,-0.002740891,-0.013792673,0.09521,-0.003303861,-0.008719208,0.098033663,-0.00630099,-0.004495347,0.104488812,-0.001823861,-0.014408317,0.095804356,-0.003300594,-0.006471089,0.097963366,-0.002682871,-0.006064851,0.089163366,-0.005336535,-0.001353366,0.085853663,-0.004849604,-0.007856535,0.09306,-0.005874752,-0.009674455,0.084842772,-0.002382178,-0.004071584,0.08609495,-0.006000099,-0.00495604,0.092824158,-0.004770396,-0.007081683,0.089956238,-0.002733564,-0.006473663,0.095491188,-0.002595347,-0.012746139,0.092185644,-0.005489901,-0.006575644,0.064154257,-0.004642871,-0.002241683,0.070730891,-0.005756139,-0.005537228,0.067696238,-0.001767129,-0.006102376,0.086455248,-0.002103069,-0.003958317,0.083270099,-0.002159802,-0.010001188,0.08746198,-0.001191782,-0.009067525
12,0.096150495,0.001718614,-0.011319901,0.102292871,0.000842277,-0.01551099,0.107898119,0.001889307,-0.017012574,0.097754059,-0.002078119,-0.006488119,0.109669703,0.000864554,-0.010580594,0.097473366,-0.00041,-0.010017525,0.114078911,0.002549802,-0.015913762,0.103540594,-0.000634257,-0.002118218,0.113503762,-0.006583366,-0.011644554,0.105597426,-0.005366832,-0.005172376,0.120120495,-0.002141188,-0.011477624,0.106150792,-0.002338416,-0.006450297,0.106057426,-0.002454257,-0.010886733,0.105237921,-0.003057129,-0.008794653,0.094014257,-0.002139307,-0.005550297,0.091255644,-0.002279406,-0.006927624,0.096876436,-0.002185644,-0.010499109,0.089613663,-0.000373663,-0.009770891,0.092734158,-0.002852376,-0.007181386,0.09091297,-0.001459406,-0.011836337,0.110182673,-0.001160891,-0.015302673,0.10377,-0.001913861,-0.010149208,0.108673663,-0.00510099,-0.005345347,0.114278812,-0.000233861,-0.015998317,0.105304356,-0.001930594,-0.007951089,0.107163366,-0.001192871,-0.007514851,0.098893366,-0.004166535,-0.002803366,0.094753663,-0.003449604,-0.009836535,0.10171,-0.004534752,-0.011304455,0.093252772,-0.001142178,-0.005581584,0.09464495,-0.004730099,-0.00619604,0.102054158,-0.003850396,-0.008611683,0.098976238,-0.001533564,-0.008043663,0.103941188,-0.001345347,-0.014476139,0.101055644,-0.004049901,-0.008145644,0.070674257,-0.003482871,-0.004091683,0.077560891,-0.004616139,-0.007227228,0.073936238,-0.000587129,-0.007872376,0.095355248,-0.000833069,-0.005368317,0.091290099,-0.001079802,-0.011281188,0.09519198,-2.17822E-05,-0.010707525
13,0.105070495,0.003048614,-0.013769901,0.111102871,0.002472277,-0.01843099,0.116718119,0.003009307,-0.018832574,0.106594059,-0.000688119,-0.008818119,0.118229703,0.002044554,-0.011930594,0.106273366,0.00108,-0.011847525,0.123418911,0.004139802,-0.017643762,0.113160594,0.000475743,-0.003518218,0.123083762,-0.005003366,-0.013284554,0.114607426,-0.004076832,-0.006942376,0.130220495,-0.000491188,-0.013057624,0.115510792,-0.001258416,-0.007960297,0.115477426,-0.001204257,-0.012566733,0.114347921,-0.001527129,-0.010514653,0.102374257,-0.000959307,-0.006730297,0.099955644,-0.000969406,-0.008957624,0.105026436,-0.001095644,-0.012099109,0.097303663,0.000816337,-0.011100891,0.100904158,-0.001652376,-0.008931386,0.09821297,-0.000389406,-0.013366337,0.119352673,0.000349109,-0.016662673,0.11232,-0.000563861,-0.011519208,0.119343663,-0.00388099,-0.006095347,0.124048812,0.001296139,-0.017458317,0.114824356,-0.000590594,-0.009341089,0.116383366,0.000257129,-0.008884851,0.108643366,-0.002996535,-0.004223366,0.103663663,-0.002029604,-0.011756535,0.11035,-0.003194752,-0.012844455,0.101682772,5.78218E-05,-0.007051584,0.10323495,-0.003430099,-0.00740604,0.111304158,-0.002940396,-0.010021683,0.108016238,-0.000383564,-0.009533663,0.112351188,-0.000155347,-0.016096139,0.109945644,-0.002599901,-0.009685644,0.077214257,-0.002332871,-0.005981683,0.084350891,-0.003416139,-0.008907228,0.080196238,0.000532871,-0.009602376,0.104265248,0.000406931,-0.006718317,0.099330099,-1.9802E-05,-0.012471188,0.10291198,0.001088218,-0.012267525
14,0.113920495,0.004208614,-0.016089901,0.119862871,0.003932277,-0.02125099,0.125488119,0.004009307,-0.020462574,0.115424059,0.000601881,-0.011108119,0.126749703,0.003124554,-0.013130594,0.115063366,0.00243,-0.013577525,0.132698911,0.005579802,-0.019223762,0.122760594,0.001525743,-0.004848218,0.132613762,-0.003423366,-0.014794554,0.123617426,-0.002786832,-0.008672376,0.140260495,0.001128812,-0.014507624,0.124840792,-0.000218416,-0.009390297,0.124887426,5.74257E-06,-0.014076733,0.123447921,-4.71287E-05,-0.012114653,0.110744257,0.000150693,-0.007830297,0.108645644,0.000250594,-0.010957624,0.113196436,-8.56436E-05,-0.013599109,0.105013663,0.001926337,-0.012320891,0.109084158,-0.000522376,-0.010611386,0.10552297,0.000590594,-0.014796337,0.128502673,0.001779109,-0.017872673,0.12086,0.000706139,-0.012809208,0.130043663,-0.00264099,-0.006735347,0.133808812,0.002736139,-0.018778317,0.124374356,0.000679406,-0.010631089,0.125593366,0.001627129,-0.010164851,0.118403366,-0.001856535,-0.005573366,0.112593663,-0.000639604,-0.013616535,0.11898,-0.001874752,-0.014264455,0.110142772,0.001187822,-0.008481584,0.11185495,-0.002160099,-0.00855604,0.120564158,-0.002060396,-0.011301683,0.117066238,0.000696436,-0.010903663,0.120721188,0.000974653,-0.017606139,0.118845644,-0.001179901,-0.011145644,0.083774257,-0.001242871,-0.007871683,0.091110891,-0.002216139,-0.010557228,0.086476238,0.001542871,-0.011252376,0.113205248,0.001586931,-0.008018317,0.107390099,0.000990198,-0.013571188,0.11062198,0.002138218,-0.013747525
15,0.122700495,0.005178614,-0.018269901,0.128542871,0.005192277,-0.02394099,0.134198119,0.004909307,-0.021922574,0.124254059,0.001751881,-0.013328119,0.135209703,0.004114554,-0.014190594,0.123823366,0.00361,-0.015177525,0.141908911,0.006859802,-0.020673762,0.132330594,0.002495743,-0.006068218,0.142123762,-0.001863366,-0.016174554,0.132637426,-0.001536832,-0.010312376,0.150240495,0.002678812,-0.015837624,0.134120792,0.000781584,-0.010720297,0.134257426,0.001155743,-0.015406733,0.132517921,0.001342871,-0.013584653,0.119124257,0.001180693,-0.008830297,0.117315644,0.001360594,-0.012877624,0.121366436,0.000844356,-0.014969109,0.112723663,0.002956337,-0.013420891,0.117254158,0.000527624,-0.012191386,0.11283297,0.001470594,-0.016136337,0.137632673,0.003109109,-0.018922673,0.12938,0.001886139,-0.013979208,0.140763663,-0.00142099,-0.007255347,0.143538812,0.004076139,-0.019968317,0.133944356,0.001889406,-0.011791089,0.134803366,0.002907129,-0.011324851,0.128173366,-0.000766535,-0.006843366,0.121503663,0.000680396,-0.015376535,0.12758,-0.000624752,-0.015564455,0.118612772,0.002227822,-0.009831584,0.12049495,-0.000940099,-0.00962604,0.129834158,-0.001200396,-0.012421683,0.126116238,0.001696436,-0.012143663,0.129051188,0.002024653,-0.018996139,0.127755644,0.000160099,-0.012535644,0.090344257,-0.000232871,-0.009721683,0.097840891,-0.001046139,-0.012167228,0.092786238,0.002432871,-0.012812376,0.122145248,0.002696931,-0.009238317,0.115480099,0.001940198,-0.014581188,0.11832198,0.003108218,-0.015137525
16,0.131390495,0.005958614,-0.020289901,0.137152871,0.006262277,-0.02651099,0.142828119,0.005729307,-0.023232574,0.133094059,0.002761881,-0.015448119,0.143629703,0.005034554,-0.015120594,0.132553366,0.00465,-0.016657525,0.151038911,0.007999802,-0.021993762,0.141870594,0.003395743,-0.007198218,0.151613762,-0.000353366,-0.017404554,0.141657426,-0.000346832,-0.011862376,0.160160495,0.004138812,-0.017037624,0.143350792,0.001731584,-0.011960297,0.143597426,0.002265743,-0.016576733,0.141567921,0.002642871,-0.014884653,0.127514257,0.002130693,-0.009720297,0.125955644,0.002350594,-0.014677624,0.129536436,0.001674356,-0.016199109,0.120433663,0.003886337,-0.014410891,0.125424158,0.001497624,-0.013661386,0.12015297,0.002270594,-0.017366337,0.146722673,0.004349109,-0.019822673,0.13788,0.002976139,-0.015049208,0.151493663,-0.00021099,-0.007655347,0.153228812,0.005316139,-0.021048317,0.143524356,0.003019406,-0.012841089,0.144003366,0.004087129,-0.012364851,0.137943366,0.000253465,-0.008003366,0.130393663,0.001910396,-0.017026535,0.13616,0.000565248,-0.016744455,0.127092772,0.003177822,-0.011101584,0.12916495,0.000179901,-0.01061604,0.139084158,-0.000350396,-0.013411683,0.135166238,0.002606436,-0.013263663,0.137311188,0.002994653,-0.020266139,0.136665644,0.001420099,-0.013835644,0.096944257,0.000667129,-0.011501683,0.104550891,5.38614E-05,-0.013707228,0.099126238,0.003182871,-0.014262376,0.131085248,0.003716931,-0.010378317,0.123580099,0.002820198,-0.015491188,0.12600198,0.003978218,-0.016447525
17,0.139990495,0.006588614,-0.022159901,0.145682871,0.007152277,-0.02894099,0.151388119,0.006459307,-0.024412574,0.141924059,0.003631881,-0.017448119,0.151989703,0.005874554,-0.015970594,0.141233366,0.00554,-0.017997525,0.160108911,0.008989802,-0.023183762,0.151370594,0.004205743,-0.008218218,0.161093762,0.001096634,-0.018474554,0.150687426,0.000773168,-0.013292376,0.170020495,0.005518812,-0.018107624,0.152530792,0.002631584,-0.013090297,0.152887426,0.003325743,-0.017586733,0.150597921,0.003842871,-0.016044653,0.135904257,0.003000693,-0.010490297,0.134565644,0.003220594,-0.016347624,0.137716436,0.002424356,-0.017309109,0.128143663,0.004736337,-0.015270891,0.133564158,0.002367624,-0.015011386,0.12746297,0.002980594,-0.018496337,0.155772673,0.005489109,-0.020602673,0.14637,0.003966139,-0.016009208,0.162243663,0.00096901,-0.007925347,0.162888812,0.006456139,-0.022028317,0.153094356,0.004079406,-0.013791089,0.153153366,0.005167129,-0.013294851,0.147703366,0.001193465,-0.009063366,0.139243663,0.003040396,-0.018556535,0.14472,0.001665248,-0.017814455,0.135572772,0.004017822,-0.012281584,0.13785495,0.001199901,-0.01151604,0.148314158,0.000489604,-0.014281683,0.144206238,0.003436436,-0.014243663,0.145521188,0.003884653,-0.021446139,0.145565644,0.002570099,-0.015035644,0.103554257,0.001457129,-0.013161683,0.111250891,0.001073861,-0.015157228,0.105496238,0.003812871,-0.015592376,0.140025248,0.004646931,-0.011438317,0.131690099,0.003630198,-0.016311188,0.13366198,0.004768218,-0.017667525
18,0.148490495,0.007078614,-0.023889901,0.154122871,0.007882277,-0.03123099,0.159858119,0.007129307,-0.025502574,0.150724059,0.004371881,-0.019318119,0.160299703,0.006654554,-0.016750594,0.149863366,0.0063,-0.019227525,0.169098911,0.009859802,-0.024253762,0.160830594,0.004945743,-0.009148218,0.170553762,0.002466634,-0.019404554,0.159717426,0.001823168,-0.014592376,0.179810495,0.006798812,-0.019057624,0.161660792,0.003491584,-0.014140297,0.162127426,0.004335743,-0.018456733,0.159597921,0.004932871,-0.017044653,0.144304257,0.003800693,-0.011130297,0.143135644,0.003970594,-0.017867624,0.145886436,0.003114356,-0.018279109,0.135843663,0.005516337,-0.016020891,0.141684158,0.003157624,-0.016251386,0.13476297,0.003620594,-0.019506337,0.164762673,0.006539109,-0.021282673,0.15484,0.004876139,-0.016859208,0.173003663,0.00211901,-0.008095347,0.172488812,0.007496139,-0.022948317,0.162644356,0.005069406,-0.014651089,0.162263366,0.006147129,-0.014114851,0.157473366,0.002053465,-0.010013366,0.148063663,0.004050396,-0.019956535,0.15324,0.002675248,-0.018774455,0.144052772,0.004757822,-0.013371584,0.14655495,0.002109901,-0.01231604,0.157514158,0.001319604,-0.015061683,0.153236238,0.004206436,-0.015103663,0.153651188,0.004694653,-0.022546139,0.154445644,0.003630099,-0.016135644,0.110204257,0.002147129,-0.014691683,0.117940891,0.002003861,-0.016487228,0.111886238,0.004322871,-0.016802376,0.148955248,0.005486931,-0.012418317,0.139820099,0.004370198,-0.017031188,0.14130198,0.005458218,-0.018807525
19,0.156890495,0.007458614,-0.025499901,0.162462871,0.008472277,-0.03340099,0.168258119,0.007739307,-0.026512574,0.159484059,0.005001881,-0.021078119,0.168549703,0.007384554,-0.017490594,0.158443366,0.00695,-0.020357525,0.178008911,0.010599802,-0.025213762,0.170230594,0.005615743,-0.009988218,0.179993762,0.003766634,-0.020184554,0.168747426,0.002783168,-0.015752376,0.189550495,0.007988812,-0.019887624,0.170730792,0.004301584,-0.015100297,0.171297426,0.005305743,-0.019226733,0.168557921,0.005932871,-0.017924653,0.152704257,0.004540693,-0.011660297,0.151655644,0.004620594,-0.019227624,0.154076436,0.003754356,-0.019159109,0.143523663,0.006226337,-0.016670891,0.149764158,0.003867624,-0.017371386,0.14205297,0.004190594,-0.020426337,0.173692673,0.007509109,-0.021882673,0.16329,0.005726139,-0.017619208,0.183773663,0.00321901,-0.008175347,0.182048812,0.008446139,-0.023818317,0.172164356,0.005979406,-0.015431089,0.171303366,0.007027129,-0.014834851,0.167223366,0.002833465,-0.010863366,0.156833663,0.004950396,-0.021216535,0.16173,0.003605248,-0.019634455,0.152522772,0.005407822,-0.014371584,0.15525495,0.002899901,-0.01302604,0.166674158,0.002149604,-0.015761683,0.162236238,0.004906436,-0.015863663,0.161721188,0.005444653,-0.023566139,0.163295644,0.004590099,-0.017155644,0.116864257,0.002747129,-0.016061683,0.124620891,0.002853861,-0.017707228,0.118286238,0.004732871,-0.017882376,0.157875248,0.006236931,-0.013308317,0.147950099,0.005030198,-0.017671188,0.14894198,0.006068218,-0.019857525
20,0.165190495,0.007768614,-0.026989901,0.170712871,0.008922277,-0.03547099,0.176598119,0.008279307,-0.027442574,0.168174059,0.005531881,-0.022718119,0.176769703,0.008064554,-0.018190594,0.166963366,0.00751,-0.021407525,0.186838911,0.011239802,-0.026083762,0.179570594,0.006225743,-0.010758218,0.189383762,0.004986634,-0.020854554,0.177757426,0.003683168,-0.016792376,0.199220495,0.009088812,-0.020627624,0.179750792,0.005071584,-0.015980297,0.180417426,0.006225743,-0.019916733,0.177467921,0.006842871,-0.018694653,0.161104257,0.005220693,-0.012090297,0.160135644,0.005180594,-0.020457624,0.162276436,0.004344356,-0.019939109,0.151203663,0.006886337,-0.017230891,0.157814158,0.004507624,-0.018381386,0.14932297,0.004710594,-0.021246337,0.182572673,0.008379109,-0.022442673,0.17172,0.006506139,-0.018309208,0.194543663,0.00426901,-0.008185347,0.191548812,0.009306139,-0.024658317,0.181624356,0.006809406,-0.016171089,0.180263366,0.007807129,-0.015484851,0.176953366,0.003543465,-0.011613366,0.165543663,0.005750396,-0.022346535,0.17018,0.004465248,-0.020424455,0.160982772,0.005967822,-0.015281584,0.16395495,0.003599901,-0.01364604,0.175804158,0.002959604,-0.016421683,0.171196238,0.005556436,-0.016523663,0.169721188,0.006104653,-0.024536139,0.172115644,0.005450099,-0.018085644,0.123554257,0.003287129,-0.017281683,0.131300891,0.003633861,-0.018797228,0.124686238,0.005062871,-0.018862376,0.166775248,0.006896931,-0.014128317,0.156090099,0.005620198,-0.018211188,0.15655198,0.006588218,-0.020837525
21,0.173390495,0.008008614,-0.028389901,0.178872871,0.009262277,-0.03743099,0.184898119,0.008769307,-0.028322574,0.176794059,0.005991881,-0.024278119,0.184939703,0.008684554,-0.018870594,0.175433366,0.00798,-0.022397525,0.195598911,0.011769802,-0.026863762,0.188850594,0.006765743,-0.011478218,0.198713762,0.006106634,-0.021434554,0.186747426,0.004503168,-0.017722376,0.208840495,0.010088812,-0.021277624,0.188740792,0.005801584,-0.016790297,0.189467426,0.007095743,-0.020546733,0.186337921,0.007652871,-0.019374653,0.169514257,0.005850693,-0.012430297,0.168555644,0.005660594,-0.021557624,0.170486436,0.004904356,-0.020649109,0.158883663,0.007476337,-0.017710891,0.165814158,0.005087624,-0.019291386,0.15658297,0.005180594,-0.021976337,0.191382673,0.009159109,-0.022962673,0.18014,0.007236139,-0.018929208,0.205313663,0.00526901,-0.008145347,0.200998812,0.010066139,-0.025468317,0.191034356,0.007569406,-0.016871089,0.189143366,0.008507129,-0.016064851,0.186663366,0.004183465,-0.012293366,0.174203663,0.006450396,-0.023366535,0.1786,0.005235248,-0.021154455,0.169442772,0.006447822,-0.016121584,0.17264495,0.004189901,-0.01418604,0.184904158,0.003769604,-0.017041683,0.180126238,0.006166436,-0.017113663,0.177671188,0.006704653,-0.025466139,0.180875644,0.006230099,-0.018945644,0.130244257,0.003787129,-0.018351683,0.137980891,0.004353861,-0.019767228,0.131076238,0.005312871,-0.019732376,0.175655248,0.007466931,-0.014878317,0.164230099,0.006150198,-0.018681188,0.16416198,0.007038218,-0.021757525
22,0.181500495,0.008208614,-0.029689901,0.186942871,0.009492277,-0.03930099,0.193178119,0.009189307,-0.029142574,0.185334059,0.006381881,-0.025738119,0.193089703,0.009254554,-0.019520594,0.183853366,0.00837,-0.023327525,0.204288911,0.012199802,-0.027553762,0.198060594,0.007255743,-0.012158218,0.207963762,0.007146634,-0.021954554,0.195717426,0.005263168,-0.018552376,0.218410495,0.010988812,-0.021847624,0.197700792,0.006481584,-0.017550297,0.198467426,0.007905743,-0.021146733,0.195157921,0.008392871,-0.019974653,0.177924257,0.006440693,-0.012700297,0.176925644,0.006070594,-0.022557624,0.178716436,0.005424356,-0.021309109,0.166563663,0.007996337,-0.018120891,0.173784158,0.005617624,-0.020111386,0.16384297,0.005610594,-0.022636337,0.200142673,0.009849109,-0.023472673,0.18855,0.007906139,-0.019489208,0.216073663,0.00619901,-0.008065347,0.210408812,0.010746139,-0.026258317,0.200374356,0.008239406,-0.017551089,0.197943366,0.009107129,-0.016594851,0.196343366,0.004743465,-0.012923366,0.182803663,0.007060396,-0.024256535,0.18698,0.005935248,-0.021824455,0.177882772,0.006857822,-0.016901584,0.18133495,0.004699901,-0.01465604,0.193974158,0.004539604,-0.017661683,0.188996238,0.006716436,-0.017653663,0.185581188,0.007214653,-0.026366139,0.189585644,0.006930099,-0.019745644,0.136934257,0.004237129,-0.019301683,0.144660891,0.005023861,-0.020617228,0.137436238,0.005512871,-0.020522376,0.184525248,0.007966931,-0.015568317,0.172380099,0.006600198,-0.019071188,0.17177198,0.007408218,-0.022597525
23,0.189550495,0.008378614,-0.030899901,0.194942871,0.009612277,-0.04109099,0.201458119,0.009539307,-0.029892574,0.193804059,0.006711881,-0.027138119,0.201239703,0.009744554,-0.020130594,0.192223366,0.00868,-0.024227525,0.212918911,0.012529802,-0.028173762,0.207230594,0.007675743,-0.012818218,0.217133762,0.008096634,-0.022434554,0.204657426,0.005953168,-0.019302376,0.227940495,0.011788812,-0.022357624,0.206640792,0.007121584,-0.018250297,0.207437426,0.008645743,-0.021716733,0.203937921,0.009042871,-0.020514653,0.186334257,0.006970693,-0.012920297,0.185235644,0.006410594,-0.023477624,0.186956436,0.005914356,-0.021929109,0.174243663,0.008456337,-0.018480891,0.181724158,0.006077624,-0.020861386,0.17110297,0.006000594,-0.023226337,0.208862673,0.010449109,-0.023972673,0.19695,0.008526139,-0.020019208,0.226813663,0.00705901,-0.007965347,0.219788812,0.011316139,-0.027028317,0.209664356,0.008809406,-0.018221089,0.206683366,0.009627129,-0.017064851,0.206003366,0.005243465,-0.013503366,0.191343663,0.007590396,-0.025056535,0.19533,0.006565248,-0.022464455,0.186322772,0.007197822,-0.017631584,0.19000495,0.005139901,-0.01507604,0.203034158,0.005279604,-0.018261683,0.197826238,0.007216436,-0.018143663,0.193461188,0.007644653,-0.027236139,0.198245644,0.007550099,-0.020485644,0.143594257,0.004657129,-0.020151683,0.151340891,0.005623861,-0.021367228,0.143766238,0.005652871,-0.021242376,0.193375248,0.008376931,-0.016198317,0.180520099,0.007000198,-0.019401188,0.17937198,0.007708218,-0.023387525
